t	 omega1 	 omega2 	 omega3
0.0	-0.0	3.72738848003	2.24769982476
0.00204081632653	-2.93794561988	3.51893564869	2.2236344322
0.00408163265306	-5.50062864586	2.93231387622	2.16216520351
0.00612244897959	-7.42095609002	2.0630249042	2.08940663799
0.00816326530612	-8.56910239381	1.02140080765	2.03390008946
0.0102040816327	-8.90722474707	-0.095711334172	2.01570921803
0.0122448979592	-8.43085223418	-1.20604839747	2.04109009819
0.0142857142857	-7.14719836967	-2.22575764346	2.10127058731
0.0163265306122	-5.10514931282	-3.05491059076	2.17422335443
0.0183673469388	-2.45603373058	-3.58298856907	2.23090915232
0.0204081632653	0.510001961765	-3.72127760734	2.2469784056
0.0224489795918	3.40875068283	-3.44383480556	2.21524257061
0.0244897959184	5.87723312035	-2.8015348971	2.14977678693
0.0265306122449	7.67222303288	-1.89536244146	2.07806211312
0.0285714285714	8.68392334249	-0.834615523996	2.0278198735
0.030612244898	8.88372145129	0.286942828589	2.01700184522
0.0326530612245	8.26923074325	1.38812603577	2.04931619604
0.034693877551	6.8513191943	2.38302839014	2.11352134325
0.0367346938776	4.69180647745	3.16877602195	2.18580193005
0.0387755102041	1.96473383653	3.6356421094	2.23696933311
0.0408163265306	-1.01800697457	3.70298065024	2.24482405777
0.0428571428571	-3.86683344179	3.35808795737	2.20584479009
0.0448979591837	-6.23407705146	2.66313245286	2.13720896603
0.0469387755102	-7.90070763292	1.7232870302	2.06736169056
0.0489795918367	-8.77527907641	0.646110191103	2.02291114075
0.0510204081633	-8.83671685749	-0.477599243819	2.01957427897
0.0530612244898	-8.08432538563	-1.56718518895	2.05849305409
0.0551020408163	-6.53377606586	-2.5342917526	2.12601955671
0.0571428571429	-4.26173976446	-3.27337751605	2.1967552532
0.0591836734694	-1.46585502962	-3.67660127859	2.24173313944
0.0612244897959	1.52203866029	-3.67260392453	2.24126632011
0.0632653061224	4.31069222468	-3.26214087316	2.19556421077
0.065306122449	6.57039567837	-2.51766905913	2.12461217331
0.0673469387755	8.10618549811	-1.54729838699	2.05742106783
0.069387755102	8.84314887679	-0.45628995288	2.01922327115
0.0714285714286	8.76621638813	0.66729204438	2.02340092732
0.0734693877551	7.87626189966	1.74275991361	2.06852421124
0.0755102040816	6.19512460382	2.67899240969	2.13862052878
0.0775510204082	3.81621724462	3.36820574207	2.20694342327
0.0795918367347	0.96128123788	3.7056327527	2.24513579546
0.0816326530612	-2.02016120566	3.63032242427	2.2363537971
0.0836734693878	-4.73894686684	3.15647617367	2.18453378967
0.0857142857143	-6.88553858005	2.36570552099	2.11213456167
0.0877551020408	-8.28848896044	1.36787838012	2.04834608148
0.0897959183673	-8.88752194752	0.265549932712	2.01679311426
0.0918367346939	-8.67223172431	-0.855625117717	2.02844352874
0.0938775510204	-7.64521379621	-1.91436632672	2.07930268764
0.0959183673469	-5.83602765591	-2.81656911703	2.15117576387
0.0979591836735	-3.35663298425	-3.45278185058	2.2162344794
0.1	-0.452953780494	-3.72256909054	2.24713079231
